codebook,cname,edate,ccode,year,month,coup,confidence,added,coder,cmps,mmdd,Narrative,confirmed,sources,location1,location2,location3,location4,location5,location6,location7,location8,Johnson
,Ivory Coast,12/1/2003,437,2003,12,0,1,1,cmps,1,1,"In the wake of popular protests demanding the withdrawal of peacekeepers, soldiers in Abidjan took over a television station and furthered the demand. The mutineers demanded they be allowed to resume the war and claimed support for the president.",,"1. Ivory coast president refuses to accept army chief's resignations. Agence France Presse. December 2 2003. LN. 2. Ivorian soldiers storm TV station, demand peacekeeper withdrawal. Deutsche Presse-Agentur. December 1 2003. LN.","Abidjan, Ivory Coast",,,,,,,,1
,Ivory Coast,1/2/2006,437,2006,1,0,1,1,cmps,1,0,"Armed attacks were carried out on two military bases (Akouedo and Basa) reportedly by armed men and and soldiers. Reports that the attack was a mutiny cited grievances over pay and ""military status"" as the cause. Heavy shooting by the mutineers/attackers resulted in between 7 and 13 deaths.",,1. At least 13 dead in foiled Ivory Coast attack. Agence France Presse. January 2 2006. LN. 2. Ivory Coast military repel attack on major base. Agence France Presse. January 3 2006. LN. 3. Five Ivory Coast army soldiers arrested over attack on army base. Agence France Presse. January 4 2006. LN. 4. Gunmen hit Ivory Coast military barracks. Associated Press Online. January 2 2006. LN. 5. Ivory Coast: was attack on military base an aborted mutiny? IPS-Inter Press Service. January 7 2006. LN. 6. Ivory Coast govt repels attack on army base. Saudi Press Agency. January 2 2006. LN. 7. Army-attacks-government. Saudi Press Agency. January 2 2006. LN. 8. Ivory Coast mutiny contained. UPI. January 2 2006. LN. 9. Ivory Coast government says attacks on military camps repelled. Voice of America News. January 2 2006. LN.,"Abidjan, Ivory Coast",,,,,,,,0
,Ivory Coast,6/28/2008,437,2008,6,0,1,1,cmps,1,1,"Soldiers in Vavoa and Seguela mutinied, attacking army headquarters in the west of the country. The soldiers were protesting the nonpayment of wages and demobilization allowances.",,"1. Icoast peace process in jeopardy: senior official. Agence France Presse. June 30 2008. LN. 2. Ivory Coast: talks with rebel soldiers break up. Agence France Presse. July 2 2008. LN. 3. Former Icoast rebels in short-lived mutiny. Agence France Presse. June 28 2008. LN. 4. Rebel mutiny ends in Ivory Coast, demands not met. Voice of America News. June 30 2008. LN. 5. Ivory Coast PM rules out force against rebel soldiers. Agence France Presse. June 29 2008. LN. 6. Ivorian rebels prepare offensive against dissidents. Suna News Agency. June 29 2008. LN. 7. Former rebels in Ivory Coast mutiny: official. Agence France Presse. June 28 2008. LN. 8. Rebel soldiers in talks with army chiefs in Ivory Coast. Agence France Presse. June 30 2008. LN. 9. Ivory Coast mutineers deny surrendur. Agence France Presse. June 29 2008. LN.","Vavoua, Ivory Coast","Seguela, Ivory Coast",,,,,,,1
,Ivory Coast,8/18/2008,437,2008,8,0,1,1,cmps,1,0,"Mutineers in Bouaké attacked the presidential palace, protested in the streets, blocked the southern road leading to Abidjan, and briefly seized the FN command center. The mutineers were demanding payment of 5 million CFA per soldier as part of a demobilization agreement.",,"1. Cote d'Ivoire: Soro advised to deal with New Forces protesting unkept promises. BBC Monitoring Africa. August 21 2008. LN. 2. Cote d'Ivoire: Angry ex-combatants dare Soro to come to Bouake to meet them. BBC Monitoring Africa. August 23 2008. LN. 3. Cote d'Ivoire: Article urges rapid disarming reintegration to end troop unrest. BBC Monitoring Africa. August 23 2008. LN. 4. Cote d'Ivoire: New Forces military council denounces ""destabilization attempt."" BBC Monitoring Africa. August 25 2008. LN.","Bouake, Ivory Coast",,,,,,,,0
,Ivory Coast,9/26/2008,437,2008,9,0,1,1,cmps,1,0,"Soldiers in Daoukro, Yamoussoukro, and Daloa blocked roads and fired into the air, protesting the government's failure to pay promised bonuses.",,1. Ivorian soldiers protest over bonuses. Agence France Presse. September 26 2008. LN. 2. Ivory Coast pm tells protesters to 'keep calm.' Agence France Presse. September 29 2009. LN.,"Daoukro, Ivory Coast","Yamoussoukro, Ivory Coast","Daloa, Ivory Coast",,,,,,0
,Ivory Coast,11/18/2014,437,2014,11,0,1,1,cmps,1,0,"Soldiers in Bouaké mutinied, taking over a television station, erecting roadblocks, and threatening to attack banks if demands regarding the payment of bonuses from a 2007 agreement were not met. The mutiny spread to cities including Abidjan, Korhogo, Bondoukou, Daloa, Bouaké, and Abengourou.",,"1. I.Coast soldiers storm TV, protest over pay dispute. Agence France Presse. November 18 2014. LN. 2. I.Coast troops ordered back to barracks amid pay protest. Agence France Presse. November 18 2014. LN. 3. Ivory Coast troops protest over benefits. Al Jazeera. November 18 2014. LN. 4. Ivory Coast tells soldiers to return to barracks. Associated Press International. November 14 2014. LN. 5. Ivory Coast defence minister tells disgruntled soldiers to return to barracks amid pay dispute; Ivory coast tells soldiers to return to barracks. Canadian Press. November 18 2014. LN. 6. Ivory Coast army protests sow fears of return to unrest. International Business Times News. November 30 2014. LN. 7. Ivory Coast promises to pay protesting soldiers. Ventures Africa. November 20 2014. LN. 8. Protesting Ivory Coast soldiers return to barracks, await talks. Voice of America. November 19 2014. LN.","Abidjan, Ivory Coast","Korhogo, Ivory Coast","Bondoukou, Ivory Coast","Daloa, Ivory Coast","Bouake, Ivory Coast","Abengourou, Ivory Coast",,,0
,Ivory Coast,1/6/2017,437,2017,1,0,1,1,cmps,1,1,"Soldiers in Bouaké mutinied, breaking into the armory, shutting down roads, and seizing police stations. The soldiers demanded bonuses, promotions, salary increases, and better living conditions. The mutiny spread to at least eight cities including Bouaké, Korhogo, Daloa, Abidjan, Man, Touleplue, Daoukro, and Odienne.",,"1. Soldiers launch mutinies in three Ivory Coast cities. Al Jazeera Africa. January 6 2017. LN. 2. Ivory Coast defence minister, others freed by mutinying soldiers. Channel News Asia. January 7 2017. LN. 3. Soldiers mutiny in 3 Ivory Coast cities over pay. Canadian Press. January 6 2017. LN. 4. Ivory Coast President says deal reached to end army mutiny. Canadian Press. January 7 2017. LN. 5. Situation calm in Ivory Coast after army mutiny ends. Deutsche Presse-Agentur. January 8 2017. LN. 6. Ivory Coast - Soldiers mutiny in Ivory Coast's second city Bouaké. France24. January 6 2017. LN. 7. Ivory Coast president promises to pay arrears to halt army mutiny. DPA-AFX International ProFeed. January 7 2017. LN. 8. Soldiers mutiny in Ivory Coast, Reviving memories of civil war. The New York Times. January 6 2017. LN. 9. Ivory Coast mutiny 'spreads to capital Abidjan': Rebel soldiers seize Bouake, Ivory Coast's second city, before moving into Abidjan and four other towns. The Independent. January 7 2017. LN. 10. Soldiers launch mutinies in three Ivory Coast cities over pay. Belfast telegraph online. January 6 2017. LN.","Bouake, Ivory Coast","Korhogo, Ivory Coast","Daloa, Ivory Coast","Abidjan, Ivory Coast","Man, Ivory Coast","Touleplue, Ivory Coast","Daoukro, Ivory Coast","Odienne, Ivory Coast",1
,Ivory Coast,2/7/2017,437,2017,2,0,1,1,cmps,1,0,"Members of the Forces Spéciales mutinied, shooting into the air in the barracks and in the towns of Adiaké and Tengrela. Soldiers protested their exclusion from the negotiated agreement that ended the January 2017 mutiny. They claimed to only have been paid a fraction of their monthly salary and demanded inclusion in the January agreement.",,"1. Elite I.Coast troops fire protest shots at two bases. Agence France Presse. February 7 2017. LN. 2. Ivory Coast govt in bid to end elite troops' mutiny. Agence France Presse. February 8 2017. LN. 3. I.Coast govt pursues bid to end mutiny by elite troops. Agence France Presse. February 9 2017. LN. 4. Ivory Coast special forces mutiny in town of Adiake - sources. Channel News Asia. February 7 2017. LN. 5. Ivory Coast Government in talks with mutinying elite troops. Channel News Asia. February 8 2017. LN. 6. Special forces soldiers open fire in Ivory Coast town. Canadian Press. February 7 2017. LN. 7. Ivory Coast arrests six journalists over mutiny 'false information.' The Daily Monitor. February 13 2017. LN. 8. Ivory Coast - Special army forces stage mutiny in Ivory Coast's Adiaké. France24. February 7 2017. LN. 9. Ivory Coast soldiers mutiny again over bonuses, grievances. Iran Daily. February 7 2017. LN. 10. Special forces overrun town in latest Ivory Coast mutiny. The Times. February 9 2017. LN. 11. Ivory Coast special forces mutiny in town of Adiake: sources. US official news. February 7 2017. LN.","Adiake, Ivory Coast","Tengrela, Ivory Coast",,,,,,,0
,Ivory Coast,5/12/2017,437,2017,5,0,1,1,cmps,1,1,"Soldiers involved in the January 2017 mutiny mutinied again in at least seven cities including Bouake, Abidjan, Odienne, Korhogo, Daloa, Man, and Bondoukou. The soldiers fired into the air and blocked roads, claiming that the mutineer spokesman who apologized to the president and absolved the state of future payments to the mutineers was mistaken. The soldiers demanded the government follow through with the original January agreement.",,"1. Six wounded in Ivory Coast anti-mutiny protest. Al Jazeera Africa. May 14 2017. LN. 2. Ivory Coast soldiers stage fresh revolt over pay. Al Jazeera Africa. May 12 2017. LN. 3. Gunfire in Abidjan as Ivory Coast soldiers protest over pay. Deutsche Presse-Agentur. May 12 2017. LN. 4. Ivory Coast soldiers mutiny, blockading a city. The New York Times. May 13 2017. LN. 5. Gunfire in I.Coast barracks after rebels 'apologise' for mutiny. Agence France Presse. May 12 2017. LN. 6. Ivory Coast says deal reached with mutinous soldiers. Candian Press. May 16 2017. LN. 7. Ivory Coast launches military operation to quash mutiny. Al Jazeera. May 14 2017. LN. 8. Mutinying soldiers seal off Ivory Coast's Bouake. Al Jazeera Africa. May 13 2017. LN. 9. Shots fired by rebel soldiers at military HQ in I.Coast: AFP. Agence France Presse. May 12 2017. LN. 10. Ivory Coast Soldiers revolt over bonus pay dispute. Voice of America. May 12 2017. LN. 11. Ivory Coast soldiers accept deal to end mutiny. Al Jazeera Africa. May 16 2017. LN.","Bouake, Ivory Coast","Abidjan, Ivory Coast","Odienne, Ivory Coast","Korhogo, Ivory Coast","Daloa, Ivory Coast","Man, Ivory Coast","Bondoukou, Ivory Coast",,1
,Ivory Coast,12/28/2017,437,2017,12,0,1,1,cmps,1,0,"Soldiers mutinied in Bouake, protesting the non-payment of bonuses and treatment by supior troops, setting a military base on fire. The mutiny spread to Abidjan.",,1. Military mutiny ends peacefully in Ivory Coast. CNN. January 2 2018. Google. 2. Disgruntled soldiers stage another mutiny in Ivory Coast. January 14 2018. Global Research. Google. Available from: https://www.globalresearch.ca/disgruntled-soldiers-stage-another-mutiny-in-ivory-coast/5626013,"Bouake, Ivory Coast","Abidjan, Ivory Coast",,,,,,,0
,Guinea,2/2/1996,438,1996,2,1,1,1,cmps,1,1,"About 2000 soldiers mutinied in Conakry, killing at least 50 and wounding 100 more. The mutineers looted shops, fired in the air, shelled the presidential palace, blocked roads, and demanded the firing of Defense Minister Abdourahmane Diallo, accused of blocking pay raises and promotions. The troops demanded salary increases and submitted a 5-point demand statement also related to amnesty for themselves and some senior officers. The pay mutiny escalated into a coup attempt, foiled when an agreement was reached and soldiers returned to their barracks.",,1. Guinea army rebellion leaves 50 dead. Africa News. February 12 1996. LN. 2. Soldiers fire shots in Guinean capital. February 2 1996. LN. 3. Soldiers fire in protest over back pay. The Associated Press. February 2 1996. LN. 4. Calm returns after Guinean president strikes deal with rebels. Agence France Presse. February 3 1996. LN. 5. Rebels launch new artillery attach on presidential palace. Agence France Presse. February 3 1996. LN. 6. Guinean troops mutiny over pay. The Independent. February 3 1996. LN. 7. Coup reported near in Guinea. Saint Paul Pioneer Press. February 3 1996. LN. 8. West African country reported calm after mutiny. The Associated Press. February 3 1996. LN. 9. Soldier Attacks on presidential palace continue. The Associated Press. February 3 1996. LN. 10. World news Briefs: Mutiny in Guinea reportedly resolved. New York Times. February 4 1996. LN. 11. Soldiers agree to end mutiny. Saint Paul Pioneer Press. February 4 1996. LN. 12. President takes over mutinous army in Guinea. February 4 1996. LN. 13. Guinea invites mutineers to talks. The Australian. February 5 1996. LN. 14. Army mutineers in looting frenzy. The Herald (Glasgow). February 5 1996. LN. 15. Rioting soldiers promised pay rise. The Independent. February 5 1996. LN. 16. Guinea to aid families of soldiers killed in action. Agence France Presse. February 6 1996. LN. 17. Guinea orders arrest of soldiers involved in rebellion. Agence France Presse. February 6 1996. LN.,"Conakry, Guinea",,,,,,,,1
,Guinea,5/2/2007,438,2007,5,0,1,1,cmps,1,0,"Troops across Guinea, in Conakry, Kindia, Labé, Gueckedou, Macenta, Kankan, Nzerekore, and Faranah mutinied, demanding salary increases and the payment of wage arrears. The demands date back to an agreement created to end a 1996 mutiny. The soldiers rioted, fired in the air, blocked roads, and killed at least 2, injuring dozens more.",,"1. Guinean soldiers demand salary incremen. BBC Monitoring Africa. May 3 2007. LN. 2. VOA News: Guinean soldier fire shots over pay disputes. US Fed News. May 3 2007. LN. 3. Guinea; high-level meeting to end military protest. Africa News. May 4 2007. LN. 4. Guinean PM holds talks with military after deadly army riots. Agence France Presse. May 4 2007. LN. 5. Two killed as Guinea army riot over pay arrears. Agence France Presse. May 4 2007. LN. 6. One killed as Guinea army riot over pay arrears. Agence France Presse. May 4 2007. LN. 7. Guinean government to discuss soldiers' demands, probe into killings. BBC Monitoring Africa. May 4 2007. LN. 8. Shooting at Guinean military bases as soldiers demand pay raises. Associated Press International. May 4 2007. LN. 9. Witnesses report Guinean soldiers opening fire, beating shopkeeper as they protest wages. The Associated Press. May 5 2007. LN. 10. Guinean premier holds talks with soldiers to quell army unrest. BBC Monitoring Africa. May 5 2007. LN. 11.","Conakry, Guinea","Kindia, Guinea","Labe, Guinea","Kankan, Guinea","Faranah (Faran), Guinea","Macenta, Guinea","Nzerekore, Guinea","Gueckedou, Guinea",0
